LR,Heads,Embeddings,Block Size,Batch Size,Layers,Step,Training Loss,Validation Loss,Accumulated Time Sec
0.0006,8,512,64,64,4,4300,0.2005,3.2864,625.5182275772095
0.0006,8,512,64,64,4,4400,0.1981,3.2856,639.8453159332275
0.0006,8,512,64,64,4,4500,0.1965,3.3244,654.1934473514557
0.0006,8,512,64,64,4,4600,0.1944,3.3870,668.5339112281799
0.0006,8,512,64,64,4,4700,0.1947,3.3847,682.9235601425171
0.0006,8,512,64,64,4,4800,0.1920,3.3908,697.2618253231049
0.0006,8,512,64,64,4,4900,0.1919,3.4383,711.6117861270905
0.0006,8,512,64,64,6,0,4.6745,4.6687,11.700081586837769
0.0006,8,512,64,64,6,100,2.3752,2.4677,32.621567487716675
0.0006,8,512,64,64,6,200,1.8906,2.0851,53.49874567985535
0.0006,8,512,64,64,6,300,1.6238,1.8905,74.38290882110596
0.0006,8,512,64,64,6,400,1.4663,1.7864,95.30053234100342
0.0006,8,512,64,64,6,500,1.3448,1.7650,116.18725371360779
0.0006,8,512,64,64,6,600,1.2475,1.7460,137.0785686969757
0.0006,8,512,64,64,6,700,1.1646,1.7368,158.0107090473175
0.0006,8,512,64,64,6,800,1.0837,1.7746,178.90975403785706
0.0006,8,512,64,64,6,900,1.0017,1.7941,199.8041796684265
0.0006,8,512,64,64,6,1000,0.9218,1.8425,220.74295663833618
0.0006,8,512,64,64,6,1100,0.8540,1.8715,241.6240530014038
0.0006,8,512,64,64,6,1200,0.7825,1.9066,262.5225045681
0.0006,8,512,64,64,6,1300,0.7052,1.9961,283.4510850906372
0.0006,8,512,64,64,6,1400,0.6417,2.0930,304.33873105049133
0.0006,8,512,64,64,6,1500,0.5795,2.1278,325.2490584850311
0.0006,8,512,64,64,6,1600,0.5248,2.1729,346.1663181781769
0.0006,8,512,64,64,6,1700,0.4689,2.2835,367.0689251422882
0.0006,8,512,64,64,6,1800,0.4221,2.3692,387.9612686634064
0.0006,8,512,64,64,6,1900,0.3822,2.4493,408.8567123413086
0.0006,8,512,64,64,6,2000,0.3445,2.4770,429.77072620391846
0.0006,8,512,64,64,6,2100,0.3186,2.5877,450.6518642902374
0.0006,8,512,64,64,6,2200,0.2994,2.6390,471.53247690200806
0.0006,8,512,64,64,6,2300,0.2828,2.7538,492.4327368736267
0.0006,8,512,64,64,6,2400,0.2650,2.7787,513.3219723701477
0.0006,8,512,64,64,6,2500,0.2520,2.8705,534.2080335617065
0.0006,8,512,64,64,6,2600,0.2386,2.9783,555.1396040916443
0.0006,8,512,64,64,6,2700,0.2342,2.9348,576.0464792251587
0.0006,8,512,64,64,6,2800,0.2260,2.9948,597.013916015625
0.0006,8,512,64,64,6,2900,0.2213,3.1355,618.0169024467468
0.0006,8,512,64,64,6,3000,0.2155,3.0864,638.9094467163086
0.0006,8,512,64,64,6,3100,0.2116,3.2177,659.80664229393
0.0006,8,512,64,64,6,3200,0.2108,3.1864,680.731338262558
0.0006,8,512,64,64,6,3300,0.2054,3.2229,701.6098937988281
0.0006,8,512,64,64,6,3400,0.2017,3.2946,722.483362197876
0.0006,8,512,64,64,6,3500,0.2003,3.2553,743.4143946170807
0.0006,8,512,64,64,6,3600,0.1963,3.3722,764.2954936027527
0.0006,8,512,64,64,6,3700,0.1959,3.3802,785.1808457374573
0.0006,8,512,64,64,6,3800,0.1933,3.3889,806.086483001709
0.0006,8,512,64,64,6,3900,0.1930,3.4568,826.9993944168091
0.0006,8,512,64,64,6,4000,0.1917,3.4260,847.8824005126953
0.0006,8,512,64,64,6,4100,0.1900,3.4771,868.7707886695862
0.0006,8,512,64,64,6,4200,0.1882,3.4767,889.6880605220795
0.0006,8,512,64,64,6,4300,0.1881,3.5095,910.5821254253387
0.0006,8,512,64,64,6,4400,0.1866,3.5421,931.4902069568634
0.0006,8,512,64,64,6,4500,0.1868,3.5584,952.4108850955963
0.0006,8,512,64,64,6,4600,0.1841,3.5866,973.2943499088287
0.0006,8,512,64,64,6,4700,0.1851,3.5320,994.1719174385071
0.0006,8,512,64,64,6,4800,0.1823,3.6045,1015.0776283740997
0.0006,8,512,64,64,6,4900,0.1834,3.6139,1035.94504570961
0.0006,8,512,128,64,4,0,4.5839,4.5944,13.599154472351074
0.0006,8,512,128,64,4,100,2.4199,2.5116,36.328213691711426
0.0006,8,512,128,64,4,200,1.9699,2.1397,59.011698722839355
0.0006,8,512,128,64,4,300,1.6508,1.9090,81.46776509284973
0.0006,8,512,128,64,4,400,1.4434,1.7930,104.11988520622253
0.0006,8,512,128,64,4,500,1.3055,1.7516,127.34942841529846
0.0006,8,512,128,64,4,600,1.1795,1.7414,151.28971099853516
0.0006,8,512,128,64,4,700,1.0486,1.7481,175.7279336452484
0.0006,8,512,128,64,4,800,0.9393,1.8016,199.78583335876465
0.0006,8,512,128,64,4,900,0.8289,1.8709,223.0237057209015
0.0006,8,512,128,64,4,1000,0.7158,1.9298,247.0717649459839
0.0006,8,512,128,64,4,1100,0.6124,2.0217,271.1301622390747
0.0006,8,512,128,64,4,1200,0.5162,2.1020,295.37015175819397
0.0006,8,512,128,64,4,1300,0.4229,2.2260,319.7774884700775
0.0006,8,512,128,64,4,1400,0.3504,2.3438,344.072336435318
0.0006,8,512,128,64,4,1500,0.2943,2.4825,368.5527560710907
0.0006,8,512,128,64,4,1600,0.2406,2.6047,392.44923853874207
0.0006,8,512,128,64,4,1700,0.2107,2.7129,415.0157344341278
0.0006,8,512,128,64,4,1800,0.1826,2.8286,437.1753315925598
0.0006,8,512,128,64,4,1900,0.1667,2.8857,461.22493505477905
0.0006,8,512,128,64,4,2000,0.1493,2.9853,485.53496289253235
0.0006,8,512,128,64,4,2100,0.1395,3.0525,509.2307126522064
0.0006,8,512,128,64,4,2200,0.1345,3.1833,533.5397744178772
0.0006,8,512,128,64,4,2300,0.1282,3.2106,556.8535041809082
0.0006,8,512,128,64,4,2400,0.1231,3.2957,579.9875929355621
0.0006,8,512,128,64,4,2500,0.1193,3.3673,603.2309820652008
0.0006,8,512,128,64,4,2600,0.1189,3.4074,626.3135800361633
0.0006,8,512,128,64,4,2700,0.1144,3.4283,649.7886555194855
0.0006,8,512,128,64,4,2800,0.1136,3.4915,673.1572601795197
0.0006,8,512,128,64,4,2900,0.1100,3.5750,696.4850347042084
0.0006,8,512,128,64,4,3000,0.1093,3.5647,719.6605038642883
0.0006,8,512,128,64,4,3100,0.1090,3.5977,742.7327606678009
0.0006,8,512,128,64,4,3200,0.1064,3.5948,766.3173151016235
0.0006,8,512,128,64,4,3300,0.1064,3.6451,789.5704472064972
0.0006,8,512,128,64,4,3400,0.1050,3.7111,812.5419037342072
0.0006,8,512,128,64,4,3500,0.1038,3.7249,835.9263586997986
0.0006,8,512,128,64,4,3600,0.1023,3.7436,859.483067035675
0.0006,8,512,128,64,4,3700,0.1020,3.7617,882.3842966556549
0.0006,8,512,128,64,4,3800,0.1016,3.7857,905.6504225730896
0.0006,8,512,128,64,4,3900,0.1004,3.8758,928.8691885471344
0.0006,8,512,128,64,4,4000,0.1003,3.8787,952.2856028079987
0.0006,8,512,128,64,4,4100,0.0994,3.8907,975.1926155090332
0.0006,8,512,128,64,4,4200,0.0991,3.8928,998.1416308879852
0.0006,8,512,128,64,4,4300,0.0975,3.9583,1021.1654818058014
0.0006,8,512,128,64,4,4400,0.0979,3.9656,1044.17045712471
0.0006,8,512,128,64,4,4500,0.0979,3.9421,1067.3394629955292
0.0006,8,512,128,64,4,4600,0.0959,3.9452,1090.334363937378
0.0006,8,512,128,64,4,4700,0.0969,4.0024,1113.3525958061218
0.0006,8,512,128,64,4,4800,0.0959,3.9870,1136.4718780517578
0.0006,8,512,128,64,4,4900,0.0961,4.0600,1160.325246334076
0.0006,8,512,128,64,6,0,4.6692,4.6713,19.94776177406311
0.0006,8,512,128,64,6,100,2.4607,2.5469,52.633103132247925
0.0006,8,512,128,64,6,200,2.0761,2.2252,85.38884997367859
0.0006,8,512,128,64,6,300,1.6899,1.9471,118.10585021972656
0.0006,8,512,128,64,6,400,1.4601,1.8077,150.76292967796326
0.0006,8,512,128,64,6,500,1.2934,1.7579,183.5057611465454
0.0006,8,512,128,64,6,600,1.1523,1.7421,216.33537101745605
0.0006,8,512,128,64,6,700,1.0187,1.7532,249.00985264778137
0.0006,8,512,128,64,6,800,0.8970,1.8020,281.5627386569977
0.0006,8,512,128,64,6,900,0.7690,1.9110,314.3135406970978
0.0006,8,512,128,64,6,1000,0.6386,1.9652,346.99469017982483
0.0006,8,512,128,64,6,1100,0.5190,2.0621,379.57818245887756
0.0006,8,512,128,64,6,1200,0.4041,2.2401,412.28583550453186
0.0006,8,512,128,64,6,1300,0.3224,2.3830,444.9867091178894
0.0006,8,512,128,64,6,1400,0.2577,2.5316,477.74530005455017
0.0006,8,512,128,64,6,1500,0.2076,2.6137,510.42841935157776
0.0006,8,512,128,64,6,1600,0.1787,2.7838,542.9827945232391
0.0006,8,512,128,64,6,1700,0.1591,2.8946,575.5574200153351
0.0006,8,512,128,64,6,1800,0.1440,3.0604,608.1857120990753
0.0006,8,512,128,64,6,1900,0.1344,3.0746,640.7976982593536
0.0006,8,512,128,64,6,2000,0.1265,3.1848,673.4749038219452
0.0006,8,512,128,64,6,2100,0.1222,3.2871,706.1690258979797
0.0006,8,512,128,64,6,2200,0.1215,3.3071,738.774516582489
0.0006,8,512,128,64,6,2300,0.1156,3.3683,771.3610875606537
0.0006,8,512,128,64,6,2400,0.1141,3.4672,804.0272901058197
0.0006,8,512,128,64,6,2500,0.1122,3.5380,836.6028435230255
0.0006,8,512,128,64,6,2600,0.1092,3.5262,869.108503818512
0.0006,8,512,128,64,6,2700,0.1092,3.5263,902.0046832561493
0.0006,8,512,128,64,6,2800,0.1067,3.6658,934.5226402282715
0.0006,8,512,128,64,6,2900,0.1054,3.6632,968.3623452186584
0.0006,8,512,128,64,6,3000,0.1033,3.7499,1000.7018306255341
0.0006,8,512,128,64,6,3100,0.1032,3.7442,1033.1603150367737
0.0006,8,512,128,64,6,3200,0.1023,3.7998,1065.7787733078003
0.0006,8,512,128,64,6,3300,0.1008,3.8891,1098.2366750240326
0.0006,8,512,128,64,6,3400,0.1003,3.8772,1130.573359489441
0.0006,8,512,128,64,6,3500,0.0986,3.8882,1162.9061064720154
0.0006,8,512,128,64,6,3600,0.0996,3.9454,1195.3571226596832
0.0006,8,512,128,64,6,3700,0.0976,3.9220,1227.9229819774628
