LR,Heads,Embeddings,Block Size,Batch Size,Layers,Step,Training Loss,Validation Loss,Accumulated Time Sec
0.0006,1,64,128,32,2,100,2.8255,2.8778,2.754984140396118
0.0006,1,64,128,32,2,200,2.6477,2.7137,4.456526279449463
0.0006,1,64,128,32,2,300,2.5679,2.6446,6.144079208374023
0.0006,1,64,128,32,2,400,2.5271,2.6064,7.862748384475708
0.0006,1,64,128,32,4,0,4.6240,4.6263,1.4677116870880127
0.0006,1,64,128,32,4,100,2.7754,2.8245,3.991823673248291
0.0006,1,64,128,32,4,200,2.6086,2.6666,6.484327077865601
0.0006,1,64,128,32,4,300,2.5416,2.6103,8.990970134735107
0.0006,1,64,128,32,4,400,2.4963,2.5705,11.497361898422241
0.0006,1,64,128,32,6,0,4.6624,4.6676,1.904604196548462
0.0006,1,64,128,32,6,100,2.7581,2.8109,5.2524049282073975
0.0006,1,64,128,32,6,200,2.5899,2.6533,8.575260877609253
0.0006,1,64,128,32,6,300,2.5187,2.5957,11.911898612976074
0.0006,1,64,128,32,6,400,2.4690,2.5462,15.248593091964722
0.0006,1,64,32,48,2,0,4.6527,4.6550,1.120002031326294
0.0006,1,64,32,48,2,100,2.8928,2.9292,2.904127836227417
0.0006,1,64,32,48,2,200,2.6273,2.6979,4.762504577636719
0.0006,1,64,32,48,2,300,2.4708,2.5652,6.731846332550049
0.0006,1,64,32,48,2,400,2.3638,2.4717,8.65457010269165
0.0006,1,64,32,48,4,0,4.5623,4.5593,1.7074098587036133
0.0006,1,64,32,48,4,100,2.7520,2.8023,4.460124969482422
0.0006,1,64,32,48,4,200,2.5215,2.5902,7.100600242614746
0.0006,1,64,32,48,4,300,2.3548,2.4437,9.762857913970947
0.0006,1,64,32,48,4,400,2.2446,2.3626,12.689803838729858
0.0006,1,64,32,48,6,0,4.5988,4.5852,2.1332385540008545
0.0006,1,64,32,48,6,100,2.7322,2.7643,5.835412263870239
0.0006,1,64,32,48,6,200,2.5082,2.5670,9.295995712280273
0.0006,1,64,32,48,6,300,2.3437,2.4260,12.850209474563599
0.0006,1,64,32,48,6,400,2.2194,2.3260,16.74381113052368
0.0006,1,64,64,48,2,0,4.6405,4.6474,1.5622518062591553
0.0006,1,64,64,48,2,100,2.8225,2.8713,3.9189677238464355
0.0006,1,64,64,48,2,200,2.6134,2.6896,5.786039352416992
0.0006,1,64,64,48,2,300,2.5191,2.6021,8.44544005393982
0.0006,1,64,64,48,2,400,2.4171,2.5049,11.090261697769165
0.0006,1,64,64,48,4,0,4.6149,4.6056,1.770759105682373
0.0006,1,64,64,48,4,100,2.7773,2.8209,4.591836929321289
0.0006,1,64,64,48,4,200,2.5822,2.6420,7.2473695278167725
0.0006,1,64,64,48,4,300,2.4655,2.5384,9.964890241622925
0.0006,1,64,64,48,4,400,2.3417,2.4226,12.88806939125061
0.0006,1,64,64,48,6,0,4.5924,4.5937,2.1833369731903076
0.0006,1,64,64,48,6,100,2.7337,2.7811,5.671968698501587
0.0006,1,64,64,48,6,200,2.5510,2.6230,9.15811276435852
0.0006,1,64,64,48,6,300,2.4392,2.5102,12.586489915847778
0.0006,1,64,64,48,6,400,2.3090,2.4099,16.093968391418457
0.0006,1,64,128,48,2,0,4.6106,4.6110,1.3577253818511963
0.0006,1,64,128,48,2,100,2.8222,2.8721,3.4631378650665283
0.0006,1,64,128,48,2,200,2.6466,2.7125,5.5523841381073
0.0006,1,64,128,48,2,300,2.5666,2.6409,7.6485137939453125
0.0006,1,64,128,48,2,400,2.5233,2.5996,9.715815305709839
0.0006,1,64,128,48,4,0,4.6063,4.6104,1.8797776699066162
0.0006,1,64,128,48,4,100,2.7686,2.8210,4.886672496795654
0.0006,1,64,128,48,4,200,2.5980,2.6723,7.8740034103393555
0.0006,1,64,128,48,4,300,2.5237,2.5960,10.895943880081177
0.0006,1,64,128,48,4,400,2.4759,2.5547,13.887117385864258
0.0006,1,64,128,48,6,0,4.5817,4.5761,2.399813175201416
0.0006,1,64,128,48,6,100,2.7275,2.7732,6.3915276527404785
0.0006,1,64,128,48,6,200,2.5701,2.6302,10.31867003440857
0.0006,1,64,128,48,6,300,2.5057,2.5696,14.350429058074951
0.0006,1,64,128,48,6,400,2.4446,2.5269,18.528862714767456
0.0006,1,64,32,64,2,0,4.7019,4.6980,1.4977772235870361
0.0006,1,64,32,64,2,100,2.8198,2.8596,3.7993974685668945
0.0006,1,64,32,64,2,200,2.5791,2.6380,6.000741004943848
0.0006,1,64,32,64,2,300,2.4156,2.5024,8.266640901565552
0.0006,1,64,32,64,2,400,2.3196,2.4136,10.566774845123291
0.0006,1,64,32,64,4,0,4.6241,4.6319,2.6636500358581543
0.0006,1,64,32,64,4,100,2.7512,2.8021,7.168569326400757
0.0006,1,64,32,64,4,200,2.5118,2.5852,11.756499290466309
0.0006,1,64,32,64,4,300,2.3409,2.4347,16.11495542526245
0.0006,1,64,32,64,4,400,2.2159,2.3339,20.593508005142212
0.0006,1,64,32,64,6,0,4.5237,4.5223,3.4099411964416504
0.0006,1,64,32,64,6,100,2.7129,2.7567,9.113139867782593
0.0006,1,64,32,64,6,200,2.4611,2.5413,14.602454423904419
0.0006,1,64,32,64,6,300,2.2939,2.3873,20.21062421798706
0.0006,1,64,32,64,6,400,2.1618,2.2888,25.86129093170166
0.0006,1,64,64,64,2,0,4.6423,4.6366,2.186163902282715
0.0006,1,64,64,64,2,100,2.8188,2.8624,5.542315721511841
0.0006,1,64,64,64,2,200,2.6087,2.6754,8.908549547195435
0.0006,1,64,64,64,2,300,2.5093,2.5822,12.224131345748901
0.0006,1,64,64,64,2,400,2.3994,2.4769,15.566974878311157
0.0006,1,64,64,64,4,0,4.6634,4.6662,2.857658624649048
0.0006,1,64,64,64,4,100,2.7461,2.8043,7.29742431640625
0.0006,1,64,64,64,4,200,2.5713,2.6425,11.754748344421387
0.0006,1,64,64,64,4,300,2.4464,2.5300,16.586776733398438
0.0006,1,64,64,64,4,400,2.3061,2.4083,21.25629687309265
0.0006,1,64,64,64,6,0,4.6762,4.6799,3.567209243774414
0.0006,1,64,64,64,6,100,2.7414,2.7830,9.553656578063965
0.0006,1,64,64,64,6,200,2.5336,2.6035,15.584937572479248
0.0006,1,64,64,64,6,300,2.4001,2.4876,21.60936689376831
0.0006,1,64,64,64,6,400,2.2694,2.3711,27.965879678726196
0.0006,1,64,128,64,2,0,4.4836,4.4994,2.449209451675415
0.0006,1,64,128,64,2,100,2.7897,2.8417,6.171370029449463
0.0006,1,64,128,64,2,200,2.6304,2.6964,9.963173627853394
0.0006,1,64,128,64,2,300,2.5572,2.6355,13.563180208206177
0.0006,1,64,128,64,2,400,2.5123,2.5896,17.2121160030365
0.0006,1,64,128,64,4,0,4.6446,4.6523,3.226529598236084
0.0006,1,64,128,64,4,100,2.7706,2.8106,8.308929443359375
0.0006,1,64,128,64,4,200,2.5869,2.6556,13.284112691879272
0.0006,1,64,128,64,4,300,2.5191,2.5874,18.313059091567993
0.0006,1,64,128,64,4,400,2.4686,2.5406,23.505468130111694
0.0006,1,64,128,64,6,0,4.5279,4.5228,4.002208232879639
0.0006,1,64,128,64,6,100,2.7253,2.7810,10.613957405090332
0.0006,1,64,128,64,6,200,2.5641,2.6333,16.666610717773438
0.0006,1,64,128,64,6,300,2.4870,2.5627,22.818260192871094
0.0006,1,64,128,64,6,400,2.4121,2.4995,29.240875005722046
0.0006,2,128,32,32,2,0,4.6412,4.6337,2.201080322265625
0.0006,2,128,32,32,2,100,2.6127,2.6636,5.709295988082886
0.0006,2,128,32,32,2,200,2.3584,2.4553,10.080274820327759
0.0006,2,128,32,32,2,300,2.2181,2.3378,13.983315706253052
0.0006,2,128,32,32,2,400,2.1176,2.2507,17.87193536758423
0.0006,2,128,32,32,4,0,4.6705,4.6690,3.528285264968872
0.0006,2,128,32,32,4,100,2.5824,2.6499,9.625849962234497
0.0006,2,128,32,32,4,200,2.3294,2.4354,15.478251457214355
0.0006,2,128,32,32,4,300,2.1710,2.2937,20.963117837905884
0.0006,2,128,32,32,4,400,2.0444,2.1917,26.418882608413696
0.0006,2,128,32,32,6,0,4.6198,4.6211,4.211029291152954
0.0006,2,128,32,32,6,100,2.5510,2.6283,11.559407472610474
0.0006,2,128,32,32,6,200,2.3188,2.4192,18.775519609451294
0.0006,2,128,32,32,6,300,2.1399,2.2526,26.154237031936646
0.0006,2,128,32,32,6,400,1.9971,2.1625,33.36809587478638
0.0006,2,128,64,32,2,0,4.6479,4.6446,1.824286699295044
0.0006,2,128,64,32,2,100,2.6222,2.6959,4.9968202114105225
0.0006,2,128,64,32,2,200,2.4508,2.5320,8.121961116790771
0.0006,2,128,64,32,2,300,2.2778,2.3798,11.417035341262817
0.0006,2,128,64,32,2,400,2.1494,2.2806,14.651357650756836
0.0006,2,128,64,32,4,0,4.5788,4.5866,2.6912200450897217
0.0006,2,128,64,32,4,100,2.5664,2.6445,7.761042594909668
0.0006,2,128,64,32,4,200,2.4200,2.5002,13.045811414718628
0.0006,2,128,64,32,4,300,2.2331,2.3460,17.845934629440308
0.0006,2,128,64,32,4,400,2.0798,2.2114,22.6334388256073
0.0006,2,128,64,32,6,0,4.5675,4.5597,3.569538116455078
0.0006,2,128,64,32,6,100,2.5577,2.6257,10.146907329559326
0.0006,2,128,64,32,6,200,2.3910,2.4774,16.756770133972168
0.0006,2,128,64,32,6,300,2.1793,2.3056,23.364073753356934
0.0006,2,128,64,32,6,400,2.0173,2.1667,29.88034200668335
0.0006,2,128,128,32,2,0,4.6305,4.6315,2.083038091659546
0.0006,2,128,128,32,2,100,2.6273,2.6935,5.485934019088745
0.0006,2,128,128,32,2,200,2.5161,2.5953,8.855621099472046
0.0006,2,128,128,32,2,300,2.4555,2.5350,12.289877653121948
0.0006,2,128,128,32,2,400,2.3670,2.4641,15.66196084022522
0.0006,2,128,128,32,4,0,4.4925,4.4926,3.206331968307495
0.0006,2,128,128,32,4,100,2.5912,2.6528,8.556183576583862
0.0006,2,128,128,32,4,200,2.4874,2.5646,13.866913557052612
0.0006,2,128,128,32,4,300,2.4131,2.5021,19.13509964942932
0.0006,2,128,128,32,4,400,2.2725,2.3776,24.369332551956177
0.0006,2,128,128,32,6,0,4.6093,4.6050,4.051049709320068
0.0006,2,128,128,32,6,100,2.5747,2.6439,11.368753910064697
0.0006,2,128,128,32,6,200,2.4696,2.5449,20.059725046157837
0.0006,2,128,128,32,6,300,2.3604,2.4582,27.145062923431396
0.0006,2,128,128,32,6,400,2.1898,2.3125,34.594693660736084
0.0006,2,128,32,48,2,0,4.6140,4.6204,2.460566759109497
0.0006,2,128,32,48,2,100,2.5931,2.6609,5.968222379684448
0.0006,2,128,32,48,2,200,2.3354,2.4321,9.523010730743408
0.0006,2,128,32,48,2,300,2.1848,2.3038,13.138179779052734
0.0006,2,128,32,48,2,400,2.0850,2.2241,16.56869149208069
0.0006,2,128,32,48,4,0,4.7396,4.7335,3.1158804893493652
0.0006,2,128,32,48,4,100,2.5377,2.6075,8.424571990966797
0.0006,2,128,32,48,4,200,2.2712,2.3779,13.666501522064209
0.0006,2,128,32,48,4,300,2.1005,2.2428,18.851988554000854
0.0006,2,128,32,48,4,400,1.9760,2.1429,24.17951202392578
0.0006,2,128,32,48,6,0,4.6809,4.6707,3.9968714714050293
0.0006,2,128,32,48,6,100,2.5207,2.5866,10.964418888092041
0.0006,2,128,32,48,6,200,2.2220,2.3483,17.92272186279297
0.0006,2,128,32,48,6,300,2.0387,2.1936,25.11922001838684
0.0006,2,128,32,48,6,400,1.9260,2.1015,32.001227378845215
0.0006,2,128,64,48,2,0,4.5760,4.5719,2.2119405269622803
0.0006,2,128,64,48,2,100,2.6105,2.6797,5.708080291748047
0.0006,2,128,64,48,2,200,2.4476,2.5312,9.286962270736694
0.0006,2,128,64,48,2,300,2.2455,2.3505,12.918296098709106
0.0006,2,128,64,48,2,400,2.1026,2.2483,16.57009744644165
0.0006,2,128,64,48,4,0,4.5240,4.5276,2.9909305572509766
0.0006,2,128,64,48,4,100,2.5623,2.6385,8.06337857246399
0.0006,2,128,64,48,4,200,2.4057,2.4971,12.882082462310791
0.0006,2,128,64,48,4,300,2.1806,2.3075,17.747682332992554
0.0006,2,128,64,48,4,400,2.0120,2.1801,22.65768837928772
0.0006,2,128,64,48,6,0,4.5598,4.5642,4.051206111907959
0.0006,2,128,64,48,6,100,2.5424,2.6149,11.22392988204956
0.0006,2,128,64,48,6,200,2.3276,2.4161,18.243568181991577
0.0006,2,128,64,48,6,300,2.0884,2.2267,25.15617871284485
0.0006,2,128,64,48,6,400,1.9229,2.0966,32.21724796295166
0.0006,2,128,128,48,2,0,4.5952,4.5981,2.2897114753723145
0.0006,2,128,128,48,2,100,2.6210,2.6883,6.1898815631866455
0.0006,2,128,128,48,2,200,2.5025,2.5790,9.849469184875488
0.0006,2,128,128,48,2,300,2.4025,2.4884,13.512255668640137
0.0006,2,128,128,48,2,400,2.2530,2.3618,17.342742919921875
0.0006,2,128,128,48,4,0,4.6242,4.6259,3.4184200763702393
0.0006,2,128,128,48,4,100,2.5883,2.6623,9.177424669265747
0.0006,2,128,128,48,4,200,2.4817,2.5597,14.972559213638306
0.0006,2,128,128,48,4,300,2.3991,2.4886,20.908059120178223
0.0006,2,128,128,48,4,400,2.2386,2.3485,26.79895782470703
0.0006,2,128,128,48,6,0,4.6551,4.6521,4.792985439300537
0.0006,2,128,128,48,6,100,2.5652,2.6312,13.15582275390625
0.0006,2,128,128,48,6,200,2.4564,2.5343,21.470128297805786
0.0006,2,128,128,48,6,300,2.3081,2.4171,29.530219078063965
0.0006,2,128,128,48,6,400,2.0864,2.2315,37.47905468940735
0.0006,2,128,32,64,2,0,4.5395,4.5303,2.360288381576538
0.0006,2,128,32,64,2,100,2.5680,2.6220,5.937348127365112
0.0006,2,128,32,64,2,200,2.2784,2.3816,9.585291862487793
0.0006,2,128,32,64,2,300,2.1208,2.2520,13.497931957244873
0.0006,2,128,32,64,2,400,2.0117,2.1676,17.18029284477234
0.0006,2,128,32,64,4,0,4.6037,4.6091,3.278055429458618
0.0006,2,128,32,64,4,100,2.5225,2.5917,8.56890344619751
0.0006,2,128,32,64,4,200,2.2141,2.3259,13.974480390548706
0.0006,2,128,32,64,4,300,2.0412,2.1954,19.364486694335938
0.0006,2,128,32,64,4,400,1.9141,2.0966,24.654886484146118
0.0006,2,128,32,64,6,0,4.6935,4.6946,4.090252161026001
0.0006,2,128,32,64,6,100,2.4915,2.5638,11.051966428756714
0.0006,2,128,32,64,6,200,2.2064,2.3249,18.17810368537903
0.0006,2,128,32,64,6,300,2.0127,2.1702,25.238580465316772
0.0006,2,128,32,64,6,400,1.8870,2.0616,32.638723850250244
0.0006,2,128,64,64,2,0,4.6832,4.6942,2.443556547164917
0.0006,2,128,64,64,2,100,2.6015,2.6791,6.240679502487183
0.0006,2,128,64,64,2,200,2.4082,2.4966,10.003572225570679
0.0006,2,128,64,64,2,300,2.1981,2.3206,13.862083435058594
0.0006,2,128,64,64,2,400,2.0579,2.2096,17.65627670288086
0.0006,2,128,64,64,4,0,4.6081,4.5987,3.0678720474243164
0.0006,2,128,64,64,4,100,2.5463,2.6227,8.651395559310913
0.0006,2,128,64,64,4,200,2.3097,2.4129,14.42650032043457
0.0006,2,128,64,64,4,300,2.0956,2.2315,20.17578959465027
0.0006,2,128,64,64,4,400,1.9406,2.1069,25.84190082550049
0.0006,2,128,64,64,6,0,4.6550,4.6548,4.553995847702026
0.0006,2,128,64,64,6,100,2.5368,2.6020,12.5625638961792
0.0006,2,128,64,64,6,200,2.2972,2.3888,20.41362690925598
0.0006,2,128,64,64,6,300,2.0416,2.1916,27.56443500518799
0.0006,2,128,64,64,6,400,1.8953,2.0698,35.26336431503296
0.0006,2,128,128,64,2,0,4.6527,4.6460,2.923814296722412
0.0006,2,128,128,64,2,100,2.6190,2.6805,7.572195768356323
0.0006,2,128,128,64,2,200,2.4923,2.5605,12.17259669303894
0.0006,2,128,128,64,2,300,2.3842,2.4696,16.695444583892822
0.0006,2,128,128,64,2,400,2.1968,2.3104,21.29821228981018
0.0006,2,128,128,64,4,0,4.6308,4.6239,4.282204866409302
0.0006,2,128,128,64,4,100,2.5747,2.6353,11.307549953460693
0.0006,2,128,128,64,4,200,2.4549,2.5393,18.49494743347168
0.0006,2,128,128,64,4,300,2.3058,2.4082,25.56189799308777
0.0006,2,128,128,64,4,400,2.0988,2.2408,32.592411518096924
0.0006,2,128,128,64,6,0,4.6352,4.6368,5.673066854476929
0.0006,2,128,128,64,6,100,2.5563,2.6279,14.661148071289062
0.0006,2,128,128,64,6,200,2.4384,2.5265,23.800079107284546
0.0006,2,128,128,64,6,300,2.2761,2.3833,32.97546172142029
0.0006,2,128,128,64,6,400,2.0491,2.2081,42.11427569389343
0.0006,3,192,32,32,2,0,4.6148,4.6072,2.1998443603515625
0.0006,3,192,32,32,2,100,2.5330,2.6177,5.911078691482544
0.0006,3,192,32,32,2,200,2.2536,2.3622,9.55697774887085
0.0006,3,192,32,32,2,300,2.1101,2.2393,13.312906742095947
0.0006,3,192,32,32,2,400,2.0117,2.1701,17.047260999679565
0.0006,3,192,32,32,4,0,4.7088,4.7082,3.5076799392700195
0.0006,3,192,32,32,4,100,2.4722,2.5439,9.569243907928467
0.0006,3,192,32,32,4,200,2.1976,2.3259,15.657571077346802
0.0006,3,192,32,32,4,300,2.0261,2.1778,21.81445837020874
0.0006,3,192,32,32,4,400,1.8999,2.0875,27.984883308410645
0.0006,3,192,32,32,6,0,4.5653,4.5674,4.6902549266815186
0.0006,3,192,32,32,6,100,2.4716,2.5686,13.385266304016113
0.0006,3,192,32,32,6,200,2.1542,2.2852,21.95306158065796
0.0006,3,192,32,32,6,300,1.9845,2.1608,30.384859561920166
0.0006,3,192,32,32,6,400,1.8726,2.0483,38.830334424972534
0.0006,3,192,64,32,2,0,4.6218,4.6224,2.2988462448120117
0.0006,3,192,64,32,2,100,2.5449,2.6193,6.1724326610565186
0.0006,3,192,64,32,2,200,2.3417,2.4394,10.05127739906311
0.0006,3,192,64,32,2,300,2.1344,2.2577,13.818317890167236
0.0006,3,192,64,32,2,400,2.0153,2.1865,17.69226312637329
0.0006,3,192,64,32,4,0,4.5738,4.5662,3.5828583240509033
0.0006,3,192,64,32,4,100,2.5040,2.5721,9.756226539611816
0.0006,3,192,64,32,4,200,2.2602,2.3767,16.181498050689697
0.0006,3,192,64,32,4,300,2.0478,2.1852,22.2959086894989
0.0006,3,192,64,32,4,400,1.9093,2.0953,29.410006523132324
0.0006,3,192,64,32,6,0,4.5764,4.5756,4.839412689208984
0.0006,3,192,64,32,6,100,2.4910,2.5702,13.223719120025635
0.0006,3,192,64,32,6,200,2.2541,2.3705,21.75763702392578
0.0006,3,192,64,32,6,300,2.0264,2.2017,30.35200309753418
0.0006,3,192,64,32,6,400,1.8705,2.0473,39.289456367492676
0.0006,3,192,128,32,2,0,4.5965,4.6054,2.7440552711486816
0.0006,3,192,128,32,2,100,2.5587,2.6285,7.065692663192749
0.0006,3,192,128,32,2,200,2.4627,2.5470,11.306693315505981
0.0006,3,192,128,32,2,300,2.3340,2.4413,15.383480787277222
0.0006,3,192,128,32,2,400,2.1288,2.2663,19.59554624557495
0.0006,3,192,128,32,4,0,4.6382,4.6459,3.927334785461426
0.0006,3,192,128,32,4,100,2.5257,2.5947,10.786372423171997
0.0006,3,192,128,32,4,200,2.4287,2.5121,17.70837378501892
0.0006,3,192,128,32,4,300,2.2263,2.3515,24.48433756828308
0.0006,3,192,128,32,4,400,2.0173,2.1806,31.301929712295532
0.0006,3,192,128,32,6,0,4.6386,4.6399,5.399578332901001
0.0006,3,192,128,32,6,100,2.5111,2.5872,15.184927225112915
0.0006,3,192,128,32,6,200,2.3794,2.4739,24.473228216171265
0.0006,3,192,128,32,6,300,2.1637,2.2888,33.90856719017029
0.0006,3,192,128,32,6,400,1.9503,2.1201,43.308507442474365
0.0006,3,192,32,48,2,0,4.5843,4.5783,2.4724345207214355
0.0006,3,192,32,48,2,100,2.4708,2.5490,6.569629669189453
0.0006,3,192,32,48,2,200,2.1774,2.3135,10.708582639694214
0.0006,3,192,32,48,2,300,2.0307,2.1867,14.926808595657349
0.0006,3,192,32,48,2,400,1.9305,2.0850,19.072860956192017
0.0006,3,192,32,48,4,0,4.5494,4.5475,3.841249704360962
0.0006,3,192,32,48,4,100,2.4316,2.5016,10.700188875198364
0.0006,3,192,32,48,4,200,2.1178,2.2568,17.30084228515625
0.0006,3,192,32,48,4,300,1.9392,2.0993,24.091179609298706
0.0006,3,192,32,48,4,400,1.8336,2.0235,30.632732152938843
0.0006,3,192,32,48,6,0,4.6803,4.6761,5.23732852935791
0.0006,3,192,32,48,6,100,2.4068,2.4905,14.160444021224976
0.0006,3,192,32,48,6,200,2.0944,2.2359,23.19735598564148
0.0006,3,192,32,48,6,300,1.9134,2.0917,32.11639189720154
0.0006,3,192,32,48,6,400,1.7966,1.9936,41.53554034233093
0.0006,3,192,64,48,2,0,4.5881,4.5812,2.6446924209594727
0.0006,3,192,64,48,2,100,2.5254,2.6041,6.976054906845093
0.0006,3,192,64,48,2,200,2.2742,2.3781,11.372814655303955
0.0006,3,192,64,48,2,300,2.0607,2.2129,15.718677997589111
0.0006,3,192,64,48,2,400,1.9371,2.1196,20.058445930480957
0.0006,3,192,64,48,4,0,4.6027,4.6050,3.8523387908935547
0.0006,3,192,64,48,4,100,2.4854,2.5547,10.667080402374268
0.0006,3,192,64,48,4,200,2.2109,2.3225,17.435831308364868
0.0006,3,192,64,48,4,300,1.9779,2.1459,24.114007234573364
0.0006,3,192,64,48,4,400,1.8312,2.0227,30.879913568496704
0.0006,3,192,64,48,6,0,4.5358,4.5288,5.397691011428833
0.0006,3,192,64,48,6,100,2.4814,2.5488,14.479065179824829
0.0006,3,192,64,48,6,200,2.1697,2.2991,23.641403675079346
0.0006,3,192,64,48,6,300,1.9254,2.0996,32.86307382583618
0.0006,3,192,64,48,6,400,1.7718,1.9894,42.16206097602844
0.0006,3,192,128,48,2,0,4.6800,4.6787,3.0820159912109375
0.0006,3,192,128,48,2,100,2.5465,2.6188,8.131789445877075
0.0006,3,192,128,48,2,200,2.4377,2.5230,13.230979919433594
0.0006,3,192,128,48,2,300,2.2995,2.4050,18.44305992126465
0.0006,3,192,128,48,2,400,2.0854,2.2281,23.438920974731445
0.0006,3,192,128,48,4,0,4.6778,4.6740,4.769459009170532
0.0006,3,192,128,48,4,100,2.5233,2.6000,12.755997896194458
0.0006,3,192,128,48,4,200,2.4028,2.4928,20.731959342956543
0.0006,3,192,128,48,4,300,2.1479,2.2718,28.739609241485596
0.0006,3,192,128,48,4,400,1.9316,2.1049,36.710373878479004
0.0006,3,192,128,48,6,0,4.6238,4.6207,6.433477163314819
0.0006,3,192,128,48,6,100,2.5097,2.5903,17.558911561965942
0.0006,3,192,128,48,6,200,2.3471,2.4511,28.682363986968994
0.0006,3,192,128,48,6,300,2.0742,2.2225,39.49440574645996
0.0006,3,192,128,48,6,400,1.8583,2.0533,50.388784408569336
0.0006,3,192,32,64,2,0,4.6239,4.6348,2.8654673099517822
0.0006,3,192,32,64,2,100,2.4525,2.5375,7.38282322883606
0.0006,3,192,32,64,2,200,2.1642,2.2907,11.831506729125977
0.0006,3,192,32,64,2,300,2.0005,2.1617,16.461663484573364
0.0006,3,192,32,64,2,400,1.8978,2.0796,21.082629680633545
0.0006,3,192,32,64,4,0,4.6832,4.6891,4.521650314331055
0.0006,3,192,32,64,4,100,2.4102,2.4984,11.477321863174438
0.0006,3,192,32,64,4,200,2.0667,2.2134,18.62126636505127
0.0006,3,192,32,64,4,300,1.8982,2.0735,25.570005655288696
0.0006,3,192,32,64,4,400,1.7884,1.9932,32.61545419692993
0.0006,3,192,32,64,6,0,4.6581,4.6640,5.49493145942688
0.0006,3,192,32,64,6,100,2.3831,2.4710,14.885666370391846
0.0006,3,192,32,64,6,200,2.0489,2.2052,24.2878520488739
0.0006,3,192,32,64,6,300,1.8602,2.0582,34.01287531852722
0.0006,3,192,32,64,6,400,1.7474,1.9592,43.46343374252319
0.0006,3,192,64,64,2,0,4.6052,4.5935,3.0227277278900146
0.0006,3,192,64,64,2,100,2.5128,2.5893,7.9241931438446045
0.0006,3,192,64,64,2,200,2.2107,2.3275,12.662943363189697
0.0006,3,192,64,64,2,300,2.0109,2.1673,17.596271753311157
0.0006,3,192,64,64,2,400,1.8927,2.0777,22.45540142059326
0.0006,3,192,64,64,4,0,4.6226,4.6112,4.351349592208862
0.0006,3,192,64,64,4,100,2.4714,2.5523,11.616069555282593
0.0006,3,192,64,64,4,200,2.1540,2.2820,18.98369598388672
0.0006,3,192,64,64,4,300,1.9293,2.1041,26.627723455429077
0.0006,3,192,64,64,4,400,1.7833,1.9921,33.82997512817383
0.0006,3,192,64,64,6,0,4.6137,4.6073,5.784016370773315
0.0006,3,192,64,64,6,100,2.4596,2.5366,15.505466222763062
0.0006,3,192,64,64,6,200,2.1241,2.2529,25.26253056526184
0.0006,3,192,64,64,6,300,1.8844,2.0674,35.132123708724976
0.0006,3,192,64,64,6,400,1.7316,1.9549,44.91999411582947
0.0006,3,192,128,64,2,0,4.6093,4.6066,3.711151361465454
0.0006,3,192,128,64,2,100,2.5416,2.6143,10.027595281600952
0.0006,3,192,128,64,2,200,2.4098,2.5039,16.05775260925293
0.0006,3,192,128,64,2,300,2.1802,2.3020,22.010464906692505
0.0006,3,192,128,64,2,400,1.9924,2.1617,27.9393789768219
