LR,Heads,Embeddings,Block Size,Batch Size,Layers,Step,Training Loss,Validation Loss,Accumulated Time Sec
0.0006,6,384,64,32,2,1200,1.3403,1.7764,54.55559730529785
0.0006,6,384,64,32,2,1300,1.3028,1.7549,58.75185799598694
0.0006,6,384,64,32,2,1400,1.2728,1.7438,62.89343595504761
0.0006,6,384,64,32,4,0,4.5888,4.5744,4.199117183685303
0.0006,6,384,64,32,4,100,2.4039,2.4996,11.58864712715149
0.0006,6,384,64,32,4,200,2.0441,2.1963,18.823834896087646
0.0006,6,384,64,32,4,300,1.8242,2.0290,26.24999165534973
0.0006,6,384,64,32,4,400,1.6917,1.9279,33.720213174819946
0.0006,6,384,64,32,4,500,1.5787,1.8618,41.00328969955444
0.0006,6,384,64,32,4,600,1.5080,1.8350,48.22769284248352
0.0006,6,384,64,32,4,700,1.4383,1.7965,55.53385591506958
0.0006,6,384,64,32,4,800,1.3859,1.7862,62.687588930130005
0.0006,6,384,64,32,4,900,1.3436,1.7654,69.95072770118713
0.0006,6,384,64,32,4,1000,1.2964,1.7402,77.19472789764404
0.0006,6,384,64,32,4,1100,1.2558,1.7325,84.46409678459167
0.0006,6,384,64,32,4,1200,1.2249,1.7427,91.8352313041687
0.0006,6,384,64,32,4,1300,1.1784,1.7408,99.25167775154114
0.0006,6,384,64,32,4,1400,1.1502,1.7566,106.45445418357849
0.0006,6,384,64,32,6,0,4.5917,4.5757,5.65523362159729
0.0006,6,384,64,32,6,100,2.4088,2.5103,15.942989349365234
0.0006,6,384,64,32,6,200,2.0343,2.1963,26.008960962295532
0.0006,6,384,64,32,6,300,1.8168,2.0136,36.021111488342285
0.0006,6,384,64,32,6,400,1.6624,1.9255,46.05801463127136
0.0006,6,384,64,32,6,500,1.5591,1.8445,56.41049528121948
0.0006,6,384,64,32,6,600,1.4718,1.8144,66.38697671890259
0.0006,6,384,64,32,6,700,1.4058,1.7719,76.37173533439636
0.0006,6,384,64,32,6,800,1.3445,1.7652,86.3915605545044
0.0006,6,384,64,32,6,900,1.2930,1.7554,96.35383892059326
0.0006,6,384,64,32,6,1000,1.2412,1.7712,106.304030418396
0.0006,6,384,64,32,6,1100,1.1969,1.7370,116.78733611106873
0.0006,6,384,64,32,6,1200,1.1524,1.7663,126.76193404197693
0.0006,6,384,64,32,6,1300,1.1227,1.7572,137.59902691841125
0.0006,6,384,64,32,6,1400,1.0772,1.7580,147.80415892601013
0.0006,6,384,128,32,2,0,4.6787,4.6839,3.1416776180267334
0.0006,6,384,128,32,2,100,2.4829,2.5637,8.549198865890503
0.0006,6,384,128,32,2,200,2.2797,2.3909,13.96560549736023
0.0006,6,384,128,32,2,300,1.9721,2.1561,19.426419496536255
0.0006,6,384,128,32,2,400,1.7954,2.0144,25.015429258346558
0.0006,6,384,128,32,2,500,1.6776,1.9325,30.611561059951782
0.0006,6,384,128,32,2,600,1.5837,1.8726,36.15856575965881
0.0006,6,384,128,32,2,700,1.4981,1.8130,41.772661209106445
0.0006,6,384,128,32,2,800,1.4419,1.7776,47.374064207077026
0.0006,6,384,128,32,2,900,1.3757,1.7609,52.95451474189758
0.0006,6,384,128,32,2,1000,1.3310,1.7413,58.52732563018799
0.0006,6,384,128,32,2,1100,1.2799,1.7310,64.09144997596741
0.0006,6,384,128,32,2,1200,1.2394,1.7278,69.63974809646606
0.0006,6,384,128,32,2,1300,1.1979,1.7150,75.21951985359192
0.0006,6,384,128,32,2,1400,1.1661,1.7319,80.89416670799255
0.0006,6,384,128,32,4,0,4.6276,4.6350,5.707204103469849
0.0006,6,384,128,32,4,100,2.4605,2.5458,15.955789804458618
0.0006,6,384,128,32,4,200,2.2031,2.3286,26.128031253814697
0.0006,6,384,128,32,4,300,1.8775,2.0715,36.30097484588623
0.0006,6,384,128,32,4,400,1.6805,1.9257,46.46929097175598
0.0006,6,384,128,32,4,500,1.5597,1.8562,56.6182062625885
0.0006,6,384,128,32,4,600,1.4552,1.7808,66.89432716369629
0.0006,6,384,128,32,4,700,1.3668,1.7466,77.12548422813416
0.0006,6,384,128,32,4,800,1.2903,1.7421,87.29389953613281
0.0006,6,384,128,32,4,900,1.2217,1.7116,97.50879096984863
0.0006,6,384,128,32,4,1000,1.1686,1.7440,107.69070410728455
0.0006,6,384,128,32,4,1100,1.1071,1.7227,117.8283302783966
0.0006,6,384,128,32,4,1200,1.0490,1.7299,127.98528838157654
0.0006,6,384,128,32,4,1300,0.9963,1.7502,138.15829753875732
0.0006,6,384,128,32,4,1400,0.9438,1.7751,148.4374430179596
0.0006,6,384,128,32,6,0,4.6236,4.6146,8.209450483322144
0.0006,6,384,128,32,6,100,2.4786,2.5648,22.98148822784424
0.0006,6,384,128,32,6,200,2.2311,2.3562,37.69054341316223
0.0006,6,384,128,32,6,300,1.8843,2.0759,52.43576264381409
0.0006,6,384,128,32,6,400,1.6726,1.9251,67.21239709854126
0.0006,6,384,128,32,6,500,1.5215,1.8369,81.92420792579651
0.0006,6,384,128,32,6,600,1.4148,1.7891,96.6246268749237
0.0006,6,384,128,32,6,700,1.3248,1.7429,111.36422848701477
0.0006,6,384,128,32,6,800,1.2413,1.7475,126.13779091835022
0.0006,6,384,128,32,6,900,1.1697,1.7538,140.83846926689148
0.0006,6,384,128,32,6,1000,1.0961,1.7426,155.5629780292511
0.0006,6,384,128,32,6,1100,1.0314,1.7616,170.2971489429474
0.0006,6,384,128,32,6,1200,0.9668,1.7823,185.00687718391418
0.0006,6,384,128,32,6,1300,0.9019,1.8283,199.76918292045593
0.0006,6,384,128,32,6,1400,0.8373,1.8306,214.4974775314331
0.0006,6,384,32,48,2,0,4.6857,4.6852,2.4424800872802734
0.0006,6,384,32,48,2,100,2.2753,2.3814,6.424653768539429
0.0006,6,384,32,48,2,200,1.9905,2.1576,10.365975379943848
0.0006,6,384,32,48,2,300,1.8405,2.0480,14.338703632354736
0.0006,6,384,32,48,2,400,1.7466,1.9691,18.265117406845093
0.0006,6,384,32,48,2,500,1.6653,1.9172,22.22482967376709
0.0006,6,384,32,48,2,600,1.6158,1.8845,26.153966903686523
0.0006,6,384,32,48,2,700,1.5694,1.8688,30.355942487716675
0.0006,6,384,32,48,2,800,1.5273,1.8598,34.39578938484192
0.0006,6,384,32,48,2,900,1.4968,1.8214,38.2999222278595
0.0006,6,384,32,48,2,1000,1.4605,1.8099,42.24285888671875
0.0006,6,384,32,48,2,1100,1.4326,1.8001,46.18038201332092
0.0006,6,384,32,48,2,1200,1.4103,1.8098,50.09307646751404
0.0006,6,384,32,48,2,1300,1.3867,1.7962,54.02141857147217
0.0006,6,384,32,48,2,1400,1.3581,1.8023,57.939220905303955
0.0006,6,384,32,48,4,0,4.6888,4.6784,3.940143346786499
0.0006,6,384,32,48,4,100,2.2362,2.3460,10.695906162261963
0.0006,6,384,32,48,4,200,1.9333,2.1107,17.376402854919434
0.0006,6,384,32,48,4,300,1.7715,2.0082,24.09516930580139
0.0006,6,384,32,48,4,400,1.6707,1.9328,30.74189305305481
0.0006,6,384,32,48,4,500,1.5906,1.8753,38.02342867851257
0.0006,6,384,32,48,4,600,1.5276,1.8429,44.71890592575073
0.0006,6,384,32,48,4,700,1.4780,1.8102,51.42876148223877
0.0006,6,384,32,48,4,800,1.4407,1.7940,58.10531234741211
0.0006,6,384,32,48,4,900,1.4049,1.8075,64.96080899238586
0.0006,6,384,32,48,4,1000,1.3651,1.7765,71.65544962882996
0.0006,6,384,32,48,4,1100,1.3354,1.7853,78.2944643497467
0.0006,6,384,32,48,4,1200,1.3101,1.7651,85.1074116230011
0.0006,6,384,32,48,4,1300,1.2749,1.7911,91.79174375534058
0.0006,6,384,32,48,4,1400,1.2678,1.7734,98.43212890625
0.0006,6,384,32,48,6,0,4.6322,4.6306,5.467211961746216
0.0006,6,384,32,48,6,100,2.2843,2.3927,15.033373355865479
0.0006,6,384,32,48,6,200,1.9369,2.1184,24.67276883125305
0.0006,6,384,32,48,6,300,1.7718,2.0048,34.17523455619812
0.0006,6,384,32,48,6,400,1.6587,1.9236,43.70909523963928
0.0006,6,384,32,48,6,500,1.5693,1.8578,53.24862623214722
0.0006,6,384,32,48,6,600,1.5114,1.8520,62.86234259605408
0.0006,6,384,32,48,6,700,1.4477,1.8332,72.72777128219604
0.0006,6,384,32,48,6,800,1.3950,1.7726,82.41383337974548
0.0006,6,384,32,48,6,900,1.3638,1.7733,92.00347805023193
0.0006,6,384,32,48,6,1000,1.3285,1.7859,101.59647703170776
0.0006,6,384,32,48,6,1100,1.2953,1.7525,111.20875597000122
0.0006,6,384,32,48,6,1200,1.2677,1.7470,120.75418853759766
0.0006,6,384,32,48,6,1300,1.2431,1.7731,130.67049360275269
0.0006,6,384,32,48,6,1400,1.2140,1.7716,140.444167137146
0.0006,6,384,64,48,2,0,4.6276,4.6308,2.7258968353271484
0.0006,6,384,64,48,2,100,2.3853,2.4732,7.2596681118011475
0.0006,6,384,64,48,2,200,2.0145,2.1834,11.806942224502563
0.0006,6,384,64,48,2,300,1.8119,2.0164,16.328856706619263
0.0006,6,384,64,48,2,400,1.6947,1.9430,20.86673140525818
0.0006,6,384,64,48,2,500,1.5789,1.8662,25.42106342315674
0.0006,6,384,64,48,2,600,1.5169,1.8275,29.94263744354248
0.0006,6,384,64,48,2,700,1.4514,1.7991,34.460399866104126
0.0006,6,384,64,48,2,800,1.4020,1.7613,39.00601553916931
0.0006,6,384,64,48,2,900,1.3687,1.7872,43.54304575920105
0.0006,6,384,64,48,2,1000,1.3156,1.7618,48.08958840370178
0.0006,6,384,64,48,2,1100,1.2759,1.7528,52.84229493141174
0.0006,6,384,64,48,2,1200,1.2607,1.7676,57.501824378967285
0.0006,6,384,64,48,2,1300,1.2195,1.7405,62.05828499794006
0.0006,6,384,64,48,2,1400,1.1848,1.7551,66.62018656730652
0.0006,6,384,64,48,4,0,4.6483,4.6508,4.6176228523254395
0.0006,6,384,64,48,4,100,2.3532,2.4509,12.598645210266113
0.0006,6,384,64,48,4,200,1.9540,2.1276,20.55300760269165
0.0006,6,384,64,48,4,300,1.7355,1.9673,28.517034769058228
0.0006,6,384,64,48,4,400,1.6050,1.8627,36.49240779876709
0.0006,6,384,64,48,4,500,1.5001,1.8144,44.543277740478516
0.0006,6,384,64,48,4,600,1.4101,1.7685,52.81709313392639
0.0006,6,384,64,48,4,700,1.3506,1.7616,60.823060750961304
0.0006,6,384,64,48,4,800,1.2910,1.7370,68.80132293701172
0.0006,6,384,64,48,4,900,1.2374,1.7534,76.78460812568665
0.0006,6,384,64,48,4,1000,1.1960,1.7337,84.7830023765564
0.0006,6,384,64,48,4,1100,1.1448,1.7634,92.76723337173462
0.0006,6,384,64,48,4,1200,1.1052,1.7606,100.76986575126648
0.0006,6,384,64,48,4,1300,1.0580,1.7464,108.84723424911499
0.0006,6,384,64,48,4,1400,1.0283,1.7648,117.15811610221863
0.0006,6,384,64,48,6,0,4.5633,4.5611,6.526331901550293
0.0006,6,384,64,48,6,100,2.3931,2.4885,17.960927724838257
0.0006,6,384,64,48,6,200,1.9754,2.1520,29.38510251045227
0.0006,6,384,64,48,6,300,1.7406,1.9620,40.79616928100586
0.0006,6,384,64,48,6,400,1.5923,1.8753,52.22286558151245
0.0006,6,384,64,48,6,500,1.4744,1.8060,64.25221061706543
0.0006,6,384,64,48,6,600,1.3951,1.7795,75.84498572349548
0.0006,6,384,64,48,6,700,1.3173,1.7655,87.2643404006958
0.0006,6,384,64,48,6,800,1.2563,1.7598,98.69187140464783
0.0006,6,384,64,48,6,900,1.1944,1.7545,110.30712246894836
0.0006,6,384,64,48,6,1000,1.1363,1.7530,122.44053149223328
0.0006,6,384,64,48,6,1100,1.0788,1.7375,134.65364241600037
0.0006,6,384,64,48,6,1200,1.0342,1.7564,146.3940351009369
0.0006,6,384,64,48,6,1300,0.9889,1.7988,158.0155212879181
0.0006,6,384,64,48,6,1400,0.9353,1.8001,169.5855851173401
0.0006,6,384,128,48,2,0,4.6131,4.6154,4.377542972564697
0.0006,6,384,128,48,2,100,2.4644,2.5513,11.760464906692505
0.0006,6,384,128,48,2,200,2.1952,2.3237,19.472156763076782
0.0006,6,384,128,48,2,300,1.9163,2.1132,27.036149978637695
0.0006,6,384,128,48,2,400,1.7399,1.9709,34.71547794342041
0.0006,6,384,128,48,2,500,1.6021,1.8781,42.27532243728638
0.0006,6,384,128,48,2,600,1.4963,1.8107,49.85547113418579
0.0006,6,384,128,48,2,700,1.4141,1.7690,57.705331802368164
0.0006,6,384,128,48,2,800,1.3390,1.7526,65.60377979278564
0.0006,6,384,128,48,2,900,1.2775,1.7426,73.49378514289856
0.0006,6,384,128,48,2,1000,1.2229,1.7397,81.09087777137756
0.0006,6,384,128,48,2,1100,1.1672,1.7421,88.88182663917542
0.0006,6,384,128,48,2,1200,1.1131,1.7404,96.79774284362793
0.0006,6,384,128,48,2,1300,1.0729,1.7491,104.64064121246338
0.0006,6,384,128,48,2,1400,1.0326,1.7816,112.49464106559753
0.0006,6,384,128,48,4,0,4.5891,4.5853,8.255038738250732
0.0006,6,384,128,48,4,100,2.4593,2.5506,22.60452914237976
0.0006,6,384,128,48,4,200,2.1201,2.2691,36.988850831985474
0.0006,6,384,128,48,4,300,1.7914,2.0190,51.27608394622803
0.0006,6,384,128,48,4,400,1.5918,1.8690,65.4258382320404
0.0006,6,384,128,48,4,500,1.4552,1.7948,79.61014151573181
0.0006,6,384,128,48,4,600,1.3514,1.7584,93.87541103363037
0.0006,6,384,128,48,4,700,1.2649,1.7477,107.76104021072388
0.0006,6,384,128,48,4,800,1.1841,1.7226,121.72149872779846
0.0006,6,384,128,48,4,900,1.1088,1.7413,135.6768078804016
0.0006,6,384,128,48,4,1000,1.0440,1.7775,149.58103013038635
0.0006,6,384,128,48,4,1100,0.9698,1.7626,163.53249526023865
0.0006,6,384,128,48,4,1200,0.9122,1.7992,177.50960659980774
0.0006,6,384,128,48,4,1300,0.8435,1.8520,191.52722120285034
0.0006,6,384,128,48,4,1400,0.7764,1.8692,205.44709420204163
0.0006,6,384,128,48,6,0,4.6361,4.6319,11.5952308177948
0.0006,6,384,128,48,6,100,2.4657,2.5526,31.921436309814453
0.0006,6,384,128,48,6,200,2.1663,2.2970,51.89840745925903
0.0006,6,384,128,48,6,300,1.7963,2.0218,72.00409317016602
0.0006,6,384,128,48,6,400,1.5807,1.8629,92.38231253623962
0.0006,6,384,128,48,6,500,1.4474,1.7930,112.66079664230347
0.0006,6,384,128,48,6,600,1.3315,1.7523,133.2783854007721
0.0006,6,384,128,48,6,700,1.2203,1.7238,155.001779794693
0.0006,6,384,128,48,6,800,1.1376,1.7286,175.50302934646606
0.0006,6,384,128,48,6,900,1.0557,1.7690,195.89508080482483
0.0006,6,384,128,48,6,1000,0.9611,1.7525,216.44785928726196
0.0006,6,384,128,48,6,1100,0.8692,1.7995,236.79641556739807
0.0006,6,384,128,48,6,1200,0.7965,1.8546,257.1091809272766
0.0006,6,384,128,48,6,1300,0.7094,1.9274,277.4934558868408
0.0006,6,384,128,48,6,1400,0.6241,2.0064,298.2571876049042
0.0006,6,384,32,64,2,0,4.5645,4.5678,3.0659737586975098
0.0006,6,384,32,64,2,100,2.2251,2.3460,7.767536401748657
0.0006,6,384,32,64,2,200,1.9465,2.1264,12.98378300666809
0.0006,6,384,32,64,2,300,1.8108,2.0253,18.084673643112183
0.0006,6,384,32,64,2,400,1.6961,1.9519,23.077279567718506
0.0006,6,384,32,64,2,500,1.6345,1.9060,27.914169311523438
0.0006,6,384,32,64,2,600,1.5710,1.8799,32.75389504432678
0.0006,6,384,32,64,2,700,1.5236,1.8365,38.004302978515625
0.0006,6,384,32,64,2,800,1.4774,1.8306,43.083723068237305
0.0006,6,384,32,64,2,900,1.4512,1.8095,48.06128931045532
0.0006,6,384,32,64,2,1000,1.4141,1.8093,52.93583559989929
0.0006,6,384,32,64,2,1100,1.3924,1.8009,57.866000175476074
0.0006,6,384,32,64,2,1200,1.3648,1.7994,62.78306579589844
0.0006,6,384,32,64,2,1300,1.3415,1.7758,67.67838215827942
0.0006,6,384,32,64,2,1400,1.3165,1.7995,72.56063342094421
0.0006,6,384,32,64,4,0,4.6725,4.6625,4.779654264450073
0.0006,6,384,32,64,4,100,2.2041,2.3308,12.821428298950195
0.0006,6,384,32,64,4,200,1.8844,2.0777,21.0026535987854
0.0006,6,384,32,64,4,300,1.7104,1.9476,29.220102071762085
0.0006,6,384,32,64,4,400,1.6086,1.8805,36.80234122276306
0.0006,6,384,32,64,4,500,1.5338,1.8408,44.51381802558899
0.0006,6,384,32,64,4,600,1.4650,1.8073,52.58088040351868
0.0006,6,384,32,64,4,700,1.4177,1.8076,60.22814345359802
0.0006,6,384,32,64,4,800,1.3757,1.7810,67.76771020889282
0.0006,6,384,32,64,4,900,1.3367,1.7746,75.21789646148682
0.0006,6,384,32,64,4,1000,1.3042,1.7778,82.87051463127136
0.0006,6,384,32,64,4,1100,1.2669,1.7731,90.69591331481934
0.0006,6,384,32,64,4,1200,1.2380,1.7694,98.77182149887085
0.0006,6,384,32,64,4,1300,1.2052,1.7798,106.3447208404541
0.0006,6,384,32,64,4,1400,1.1818,1.7727,113.97975301742554
0.0006,6,384,32,64,6,0,4.5668,4.5661,6.3256871700286865
0.0006,6,384,32,64,6,100,2.2352,2.3517,17.460644721984863
0.0006,6,384,32,64,6,200,1.8918,2.0875,28.669923543930054
0.0006,6,384,32,64,6,300,1.7020,1.9297,39.53159284591675
0.0006,6,384,32,64,6,400,1.5958,1.8878,50.710166454315186
0.0006,6,384,32,64,6,500,1.5081,1.8336,61.40309524536133
0.0006,6,384,32,64,6,600,1.4391,1.7866,73.07838416099548
0.0006,6,384,32,64,6,700,1.3889,1.7868,84.26108980178833
0.0006,6,384,32,64,6,800,1.3445,1.7622,96.75740504264832
0.0006,6,384,32,64,6,900,1.3070,1.7580,107.63688063621521
0.0006,6,384,32,64,6,1000,1.2716,1.7726,118.01012063026428
0.0006,6,384,32,64,6,1100,1.2241,1.7596,128.25606536865234
0.0006,6,384,32,64,6,1200,1.1913,1.7553,138.5012001991272
0.0006,6,384,32,64,6,1300,1.1650,1.7614,148.73668217658997
0.0006,6,384,32,64,6,1400,1.1329,1.7917,159.3239643573761
0.0006,6,384,64,64,2,0,4.6632,4.6609,3.3739283084869385
0.0006,6,384,64,64,2,100,2.3346,2.4453,9.601879596710205
0.0006,6,384,64,64,2,200,1.9452,2.1263,15.36194920539856
0.0006,6,384,64,64,2,300,1.7510,1.9698,21.213695526123047
0.0006,6,384,64,64,2,400,1.6283,1.8909,26.903606176376343
0.0006,6,384,64,64,2,500,1.5386,1.8317,32.559977769851685
0.0006,6,384,64,64,2,600,1.4648,1.7877,38.23897194862366
0.0006,6,384,64,64,2,700,1.4025,1.7777,43.856202363967896
0.0006,6,384,64,64,2,800,1.3543,1.7504,49.40203809738159
0.0006,6,384,64,64,2,900,1.3156,1.7529,54.9351544380188
0.0006,6,384,64,64,2,1000,1.2635,1.7396,60.45166516304016
0.0006,6,384,64,64,2,1100,1.2328,1.7470,65.98467087745667
0.0006,6,384,64,64,2,1200,1.1916,1.7365,71.58840870857239
0.0006,6,384,64,64,2,1300,1.1592,1.7517,77.26632165908813
0.0006,6,384,64,64,2,1400,1.1284,1.7558,82.79955506324768
0.0006,6,384,64,64,4,0,4.6095,4.6087,5.747214078903198
0.0006,6,384,64,64,4,100,2.3258,2.4203,15.716665744781494
0.0006,6,384,64,64,4,200,1.8991,2.0833,25.69604206085205
0.0006,6,384,64,64,4,300,1.6725,1.9274,35.65266561508179
0.0006,6,384,64,64,4,400,1.5320,1.8300,45.609150648117065
0.0006,6,384,64,64,4,500,1.4171,1.7697,55.58014464378357
0.0006,6,384,64,64,4,600,1.3536,1.7460,65.55048203468323
0.0006,6,384,64,64,4,700,1.2807,1.7519,75.56066226959229
0.0006,6,384,64,64,4,800,1.2195,1.7362,85.51730561256409
0.0006,6,384,64,64,4,900,1.1615,1.7348,95.53581762313843
0.0006,6,384,64,64,4,1000,1.1133,1.7406,105.53541374206543
0.0006,6,384,64,64,4,1100,1.0563,1.7510,115.49493837356567
0.0006,6,384,64,64,4,1200,1.0090,1.7811,125.57550358772278
0.0006,6,384,64,64,4,1300,0.9591,1.7749,135.63257670402527
0.0006,6,384,64,64,4,1400,0.9176,1.8225,145.67482352256775
0.0006,6,384,64,64,6,0,4.5112,4.5174,8.150533676147461
0.0006,6,384,64,64,6,100,2.3965,2.4893,22.50267720222473
0.0006,6,384,64,64,6,200,1.9490,2.1373,36.87233567237854
0.0006,6,384,64,64,6,300,1.6947,1.9329,51.139670610427856
0.0006,6,384,64,64,6,400,1.5188,1.8290,65.43515014648438
0.0006,6,384,64,64,6,500,1.4109,1.7877,79.72794008255005
0.0006,6,384,64,64,6,600,1.3211,1.7506,94.00348949432373
0.0006,6,384,64,64,6,700,1.2416,1.7326,108.57488107681274
0.0006,6,384,64,64,6,800,1.1718,1.7510,123.30281567573547
0.0006,6,384,64,64,6,900,1.1035,1.7584,138.17533683776855
0.0006,6,384,64,64,6,1000,1.0456,1.7786,152.74882745742798
0.0006,6,384,64,64,6,1100,0.9813,1.8056,167.95441341400146
0.0006,6,384,64,64,6,1200,0.9264,1.8310,184.0531873703003
0.0006,6,384,64,64,6,1300,0.8657,1.8446,199.3717179298401
0.0006,6,384,64,64,6,1400,0.8113,1.8705,215.4836938381195
0.0006,6,384,128,64,2,0,4.5964,4.5941,6.192180156707764
0.0006,6,384,128,64,2,100,2.4492,2.5411,16.418598651885986
0.0006,6,384,128,64,2,200,2.1205,2.2560,25.995502948760986
0.0006,6,384,128,64,2,300,1.8250,2.0269,35.59103512763977
0.0006,6,384,128,64,2,400,1.6552,1.9115,45.14880442619324
0.0006,6,384,128,64,2,500,1.5308,1.8244,54.89116668701172
0.0006,6,384,128,64,2,600,1.4216,1.7678,64.63993096351624
0.0006,6,384,128,64,2,700,1.3447,1.7391,74.39601874351501
0.0006,6,384,128,64,2,800,1.2737,1.7339,84.11022114753723
0.0006,6,384,128,64,2,900,1.2185,1.7263,93.92771124839783
0.0006,6,384,128,64,2,1000,1.1574,1.7146,103.41920804977417
0.0006,6,384,128,64,2,1100,1.1133,1.7547,112.71908712387085
0.0006,6,384,128,64,2,1200,1.0619,1.7429,122.02405190467834
0.0006,6,384,128,64,2,1300,1.0166,1.7440,131.4116702079773
0.0006,6,384,128,64,2,1400,0.9732,1.7781,140.9028844833374
0.0006,6,384,128,64,4,0,4.5926,4.5954,9.689008235931396
0.0006,6,384,128,64,4,100,2.4306,2.5237,26.523781776428223
0.0006,6,384,128,64,4,200,2.0332,2.2013,43.59367251396179
0.0006,6,384,128,64,4,300,1.7230,1.9547,60.48115348815918
0.0006,6,384,128,64,4,400,1.5427,1.8468,77.37986969947815
0.0006,6,384,128,64,4,500,1.4031,1.7743,94.522141456604
0.0006,6,384,128,64,4,600,1.2961,1.7465,111.61003375053406
0.0006,6,384,128,64,4,700,1.2058,1.7211,128.83093166351318
0.0006,6,384,128,64,4,800,1.1124,1.7171,145.75266313552856
0.0006,6,384,128,64,4,900,1.0304,1.7185,162.63740062713623
0.0006,6,384,128,64,4,1000,0.9515,1.7655,179.4721224308014
0.0006,6,384,128,64,4,1100,0.8757,1.8015,196.29330444335938
0.0006,6,384,128,64,4,1200,0.7952,1.8101,213.303808927536
0.0006,6,384,128,64,4,1300,0.7170,1.9022,230.13602471351624
0.0006,6,384,128,64,4,1400,0.6524,1.9387,246.98822712898254
0.0006,6,384,128,64,6,0,4.6449,4.6444,13.939713716506958
0.0006,6,384,128,64,6,100,2.4476,2.5284,38.290529012680054
0.0006,6,384,128,64,6,200,2.0835,2.2239,62.48575687408447
